1,0.1,100,11.003
1,0.1,200,10.2
1,0.1,300,12.008
1,0.01,100,28.89
1,0.01,200,15.975
1,0.01,300,13.115
1,0.001,100,377.72
1,0.001,200,216.53
1,0.001,300,127.35
2,0.1,100,9.0829
2,0.1,200,9.011
2,0.1,300,8.9555
2,0.01,100,21.686
2,0.01,200,12.712
2,0.01,300,10.454
2,0.001,100,312.87
2,0.001,200,130.44
2,0.001,300,75.482
3,0.1,100,8.0349
3,0.1,200,7.9441
3,0.1,300,7.7236
3,0.01,100,18.992
3,0.01,200,11.718
3,0.01,300,9.3974
3,0.001,100,258.89
3,0.001,200,100.92
3,0.001,300,55.934
